品名,日付,販売方法,卸売数量合計,豊洲,大田,豊島,淀橋,板橋,世田谷,北足立,多摩NT,葛西
その他野菜,2021/2/25,第三者販売,7997,3352,4645,－,－,－,－,－,－,－
その他野菜,2021/2/25,商物分離,16015,－,16015,－,－,－,－,－,－,－
みかん,2021/2/25,せり・入札,4565,－,1915,－,－,2520,－,100,－,30
みかん,2021/2/25,相対,203500,38781,103528,10600,13101,5950,3400,8900,70,19170
みかん,2021/2/25,第三者販売,6191,4200,1041,－,－,130,－,－,820,－
みかん,2021/2/25,商物分離,5000,－,5000,－,－,－,－,－,－,－
ポンカン,2021/2/25,相対,13110,－,9350,－,2560,－,400,－,－,800
あまなつかん,2021/2/25,相対,7300,－,5000,1700,－,500,－,－,－,100
いよかん,2021/2/25,せり・入札,460,－,460,－,－,－,－,－,－,－
いよかん,2021/2/25,相対,38915,2100,27635,－,－,500,－,7500,680,500
いよかん,2021/2/25,第三者販売,1580,900,－,－,－,－,－,－,680,－
はっさく,2021/2/25,相対,30969,－,17949,－,4000,2500,－,4000,20,2500
不知火,2021/2/25,せり・入札,1270,－,1270,－,－,－,－,－,－,－
不知火,2021/2/25,相対,163377,24265,94697,1700,16250,4500,600,10100,1765,9500
不知火,2021/2/25,第三者販売,9040,2740,595,－,－,－,－,－,5705,－
不知火,2021/2/25,商物分離,4552,－,4552,－,－,－,－,－,－,－
せとか,2021/2/25,相対,11419,1298,7769,－,552,800,－,1000,－,－
せとか,2021/2/25,第三者販売,114,72,42,－,－,－,－,－,－,－
せとか,2021/2/25,商物分離,5,－,5,－,－,－,－,－,－,－
きんかん,2021/2/25,相対,11749,1687,7534,600,528,200,200,900,－,100
きんかん,2021/2/25,第三者販売,414,62,352,－,－,－,－,－,－,－
きんかん,2021/2/25,商物分離,73,－,73,－,－,－,－,－,－,－
りんご,2021/2/25,せり・入札,4043,－,4013,－,－,－,－,－,－,30
りんご,2021/2/25,相対,312848,33140,181390,5300,33268,11450,－,30300,430,17570
りんご,2021/2/25,第三者販売,7768,－,7618,－,－,150,－,－,－,－
りんご,2021/2/25,商物分離,39164,－,39164,－,－,－,－,－,－,－
いちご,2021/2/25,せり・入札,472,－,366,－,－,6,－,100,－,－
いちご,2021/2/25,相対,174604,15215,122092,1500,8052,3446,900,12800,299,10300
いちご,2021/2/25,第三者販売,3215,1949,1218,－,－,48,－,－,－,－
いちご,2021/2/25,商物分離,11013,－,11013,－,－,－,－,－,－,－
アールスメロン,2021/2/25,せり・入札,2825,586,2083,56,－,－,－,100,－,－
アールスメロン,2021/2/25,相対,4301,1184,2654,144,219,100,－,－,－,－
アールスメロン,2021/2/25,第三者販売,190,190,－,－,－,－,－,－,－,－
キウイ,2021/2/25,相対,45805,2169,27810,200,9012,3300,－,3200,14,100
キウイ,2021/2/25,第三者販売,86,86,－,－,－,－,－,－,－,－
キウイ,2021/2/25,商物分離,8573,－,8573,－,－,－,－,－,－,－
その他果実,2021/2/25,せり・入札,1351,－,1351,－,－,－,－,－,－,－
その他果実,2021/2/25,相対,331483,55369,93095,12200,30200,41100,2100,37000,705,59714
その他果実,2021/2/25,第三者販売,11478,11002,476,－,－,－,－,－,－,－
その他果実,2021/2/25,商物分離,10773,－,10293,－,－,－,－,－,－,480
だいこん,2021/2/26,せり・入札,1415,－,815,100,－,200,－,200,－,100
だいこん,2021/2/26,相対,400614,20038,190504,21900,43123,38600,10863,34000,3786,37800
だいこん,2021/2/26,第三者販売,6252,6252,－,－,－,－,－,－,－,－
だいこん,2021/2/26,商物分離,10072,－,10072,－,－,－,－,－,－,－
かぶ,2021/2/26,せり・入札,451,－,451,－,－,－,－,－,－,－
かぶ,2021/2/26,相対,48167,5759,26618,2000,5673,3300,683,2800,1034,300
かぶ,2021/2/26,商物分離,5744,－,5544,－,－,－,－,200,－,－
にんじん,2021/2/26,せり・入札,315,－,215,－,－,－,－,－,－,100
にんじん,2021/2/26,相対,191167,24473,74790,16000,36214,13200,3850,4200,2140,16300
にんじん,2021/2/26,第三者販売,2910,90,810,1000,－,－,－,－,1010,－
にんじん,2021/2/26,商物分離,4733,－,4733,－,－,－,－,－,－,－
ごぼう,2021/2/26,相対,15657,1150,9692,500,1073,1700,236,200,106,1000
ごぼう,2021/2/26,商物分離,710,－,710,－,－,－,－,－,－,－
キャベツ,2021/2/26,せり・入札,3200,400,2300,100,－,200,－,100,－,100
キャベツ,2021/2/26,相対,666895,63242,317033,29900,108325,37500,13985,51200,3510,42200
キャベツ,2021/2/26,第三者販売,15750,12760,2990,－,－,－,－,－,－,－
キャベツ,2021/2/26,商物分離,46256,－,46256,－,－,－,－,－,－,－
レタス,2021/2/26,せり・入札,950,－,500,100,－,150,－,100,－,100
レタス,2021/2/26,相対,229529,26249,122243,17850,15795,13250,4782,18000,1260,10100
レタス,2021/2/26,第三者販売,3770,－,3720,50,－,－,－,－,－,－
レタス,2021/2/26,商物分離,34179,－,34179,－,－,－,－,－,－,－
はくさい,2021/2/26,せり・入札,2468,－,1723,150,－,195,－,300,－,100
はくさい,2021/2/26,相対,350236,42181,157314,39850,26100,23005,8671,23900,2715,26500
はくさい,2021/2/26,第三者販売,1350,1050,300,－,－,－,－,－,－,－
はくさい,2021/2/26,商物分離,37080,－,32080,－,－,－,－,5000,－,－
こまつな,2021/2/26,せり・入札,5170,－,2638,200,208,100,24,－,－,2000
こまつな,2021/2/26,相対,39345,7713,16201,1800,3958,4500,513,4400,160,100
こまつな,2021/2/26,第三者販売,265,50,15,－,－,－,－,－,200,－
こまつな,2021/2/26,商物分離,1097,－,1097,－,－,－,－,－,－,－
ほうれんそう,2021/2/26,せり・入札,1695,964,218,－,333,80,－,100,－,－
ほうれんそう,2021/2/26,相対,66949,7608,28764,7000,6334,3320,497,9600,626,3200
ほうれんそう,2021/2/26,第三者販売,85,－,85,－,－,－,－,－,－,－
ほうれんそう,2021/2/26,商物分離,2094,－,2094,－,－,－,－,－,－,－
ねぎ,2021/2/26,せり・入札,2095,632,25,50,813,75,－,400,－,100
ねぎ,2021/2/26,相対,142587,20748,58754,11750,15447,17025,2103,10800,2260,3700
ねぎ,2021/2/26,第三者販売,1701,1451,50,200,－,－,－,－,－,－
ねぎ,2021/2/26,商物分離,4160,－,4160,－,－,－,－,－,－,－
みずな,2021/2/26,せり・入札,4,－,4,－,－,－,－,－,－,－
みずな,2021/2/26,相対,19133,3356,9243,1000,1275,1500,259,1800,100,600
みずな,2021/2/26,第三者販売,194,10,184,－,－,－,－,－,－,－
みずな,2021/2/26,商物分離,1125,－,1125,－,－,－,－,－,－,－
セルリー,2021/2/26,せり・入札,45,－,45,－,－,－,－,－,－,－
セルリー,2021/2/26,相対,31743,3440,16945,2000,3422,1200,240,3600,96,800
セルリー,2021/2/26,第三者販売,200,200,－,－,－,－,－,－,－,－
セルリー,2021/2/26,商物分離,1075,－,1075,－,－,－,－,－,－,－
ブロッコリー,2021/2/26,せり・入札,274,－,274,－,－,－,－,－,－,－
ブロッコリー,2021/2/26,相対,154309,26204,92340,5000,15290,2800,1136,5000,939,5600
ブロッコリー,2021/2/26,第三者販売,13029,13029,－,－,－,－,－,－,－,－
ブロッコリー,2021/2/26,商物分離,13083,－,13083,－,－,－,－,－,－,－
きゅうり,2021/2/26,せり・入札,705,－,380,50,－,75,－,100,－,100
きゅうり,2021/2/26,相対,196676,23597,96839,11950,23730,10725,9040,10200,3695,6900
きゅうり,2021/2/26,第三者販売,864,715,149,－,－,－,－,－,－,－
きゅうり,2021/2/26,商物分離,4120,－,4120,－,－,－,－,－,－,－
なす,2021/2/26,せり・入札,200,－,25,50,－,25,－,100,－,－
なす,2021/2/26,相対,120810,20563,48409,4950,17395,7475,2311,8600,707,10400
なす,2021/2/26,第三者販売,662,526,136,－,－,－,－,－,－,－
なす,2021/2/26,商物分離,1269,－,1269,－,－,－,－,－,－,－
トマト,2021/2/26,せり・入札,916,172,412,32,－,100,－,100,－,100
トマト,2021/2/26,相対,181106,16812,88833,11968,20385,10000,4720,20500,2288,5600
トマト,2021/2/26,第三者販売,2328,1776,552,－,－,－,－,－,－,－
トマト,2021/2/26,商物分離,5266,－,4766,－,－,－,－,500,－,－
ミニトマト,2021/2/26,せり・入札,42,－,42,－,－,－,－,－,－,－
ミニトマト,2021/2/26,相対,49932,3992,25949,700,6945,3300,867,4100,179,3900
ミニトマト,2021/2/26,第三者販売,1021,996,1,－,－,－,－,－,24,－
ミニトマト,2021/2/26,商物分離,6853,－,6853,－,－,－,－,－,－,－
ピーマン,2021/2/26,せり・入札,642,－,40,－,468,34,－,100,－,－
ピーマン,2021/2/26,相対,62388,7549,28381,3998,8900,4566,2860,2800,334,3000
ピーマン,2021/2/26,第三者販売,2,－,－,2,－,－,－,－,－,－
ピーマン,2021/2/26,商物分離,2177,－,2177,－,－,－,－,－,－,－
じゃがいも,2021/2/26,せり・入札,500,－,500,－,－,－,－,－,－,－
じゃがいも,2021/2/26,相対,155041,13390,68191,7000,23690,10000,6440,15000,430,10900
じゃがいも,2021/2/26,第三者販売,6130,5530,600,－,－,－,－,－,－,－
じゃがいも,2021/2/26,商物分離,41300,－,40400,－,－,－,－,900,－,－
さつまいも,2021/2/26,せり・入札,410,－,410,－,－,－,－,－,－,－
さつまいも,2021/2/26,相対,130883,13541,76550,7000,12537,4400,2185,7900,1170,5600
さつまいも,2021/2/26,第三者販売,700,260,440,－,－,－,－,－,－,－
さつまいも,2021/2/26,商物分離,3380,－,3380,－,－,－,－,－,－,－
さといも,2021/2/26,せり・入札,540,－,540,－,－,－,－,－,－,－
さといも,2021/2/26,相対,17897,1546,11264,1000,852,1300,135,1800,－,－
さといも,2021/2/26,商物分離,395,－,395,－,－,－,－,－,－,－
たまねぎ,2021/2/26,相対,345092,33919,172994,12000,53656,16000,16303,20600,3120,16500
たまねぎ,2021/2/26,第三者販売,3840,－,3840,－,－,－,－,－,－,－
たまねぎ,2021/2/26,商物分離,40600,－,40600,－,－,－,－,－,－,－
なましいたけ,2021/2/26,せり・入札,314,106,148,－,60,－,－,－,－,－
なましいたけ,2021/2/26,相対,23049,2276,15225,300,1134,900,193,2400,21,600
なましいたけ,2021/2/26,第三者販売,222,198,24,－,－,－,－,－,－,－
なましいたけ,2021/2/26,商物分離,999,－,999,－,－,－,－,－,－,－
その他野菜,2021/2/26,せり・入札,14435,1649,8302,－,3766,－,18,200,－,500
その他野菜,2021/2/26,相対,701999,113020,313254,50000,71563,47000,11796,59800,3666,31900
その他野菜,2021/2/26,第三者販売,11537,3431,8106,－,－,－,－,－,－,－
その他野菜,2021/2/26,商物分離,7673,－,7673,－,－,－,－,－,－,－
みかん,2021/2/26,せり・入札,5410,－,4510,－,－,770,－,100,－,30
みかん,2021/2/26,相対,250824,49287,131538,15000,23709,8510,2100,10600,410,9670
みかん,2021/2/26,第三者販売,9153,7836,1197,－,－,120,－,－,－,－
ポンカン,2021/2/26,相対,21735,－,10745,2000,6430,－,－,1600,260,700
ポンカン,2021/2/26,第三者販売,490,－,490,－,－,－,－,－,－,－
あまなつかん,2021/2/26,相対,23000,5030,17820,－,－,－,－,－,50,100
あまなつかん,2021/2/26,第三者販売,3520,1970,1550,－,－,－,－,－,－,－
いよかん,2021/2/26,せり・入札,150,－,150,－,－,－,－,－,－,－
いよかん,2021/2/26,相対,51700,6570,22440,－,15730,3500,－,2000,60,1400
いよかん,2021/2/26,第三者販売,8970,6830,400,－,－,－,－,－,1740,－
はっさく,2021/2/26,せり・入札,1010,－,1010,－,－,－,－,－,－,－
はっさく,2021/2/26,相対,37730,－,22800,－,5370,2600,－,5000,60,1900
はっさく,2021/2/26,第三者販売,975,－,975,－,－,－,－,－,－,－
不知火,2021/2/26,相対,114431,6826,71355,1800,10955,2975,5000,13400,120,2000
不知火,2021/2/26,第三者販売,10658,8618,140,－,－,125,－,－,1775,－
不知火,2021/2/26,商物分離,659,－,659,－,－,－,－,－,－,－
せとか,2021/2/26,せり・入札,24,－,24,－,－,－,－,－,－,－
せとか,2021/2/26,相対,31649,5857,22165,1300,1477,－,－,700,150,－
せとか,2021/2/26,第三者販売,545,440,105,－,－,－,－,－,－,－
せとか,2021/2/26,商物分離,4140,－,4140,－,－,－,－,－,－,－
きんかん,2021/2/26,せり・入札,546,－,546,－,－,－,－,－,－,－
きんかん,2021/2/26,相対,5276,101,4094,200,331,100,50,300,－,100
きんかん,2021/2/26,第三者販売,86,26,60,－,－,－,－,－,－,－
きんかん,2021/2/26,商物分離,58,－,58,－,－,－,－,－,－,－
りんご,2021/2/26,せり・入札,10580,－,10550,－,－,－,－,－,－,30
りんご,2021/2/26,相対,203881,37848,119981,1000,24802,5050,1300,5000,430,8470
りんご,2021/2/26,第三者販売,7810,2000,5560,－,－,250,－,－,－,－
りんご,2021/2/26,商物分離,32640,－,32640,－,－,－,－,－,－,－
いちご,2021/2/26,せり・入札,493,－,291,－,－,6,－,100,－,96
いちご,2021/2/26,相対,165037,15466,118247,1400,8639,3355,500,11100,426,5904
いちご,2021/2/26,第三者販売,2297,833,1425,－,－,39,－,－,－,－
いちご,2021/2/26,商物分離,9066,－,9066,－,－,－,－,－,－,－
アールスメロン,2021/2/26,せり・入札,2855,391,2332,32,－,－,－,100,－,－
アールスメロン,2021/2/26,相対,3862,1108,2250,268,145,91,－,－,－,－
アールスメロン,2021/2/26,第三者販売,112,103,－,－,－,9,－,－,－,－
キウイ,2021/2/26,せり・入札,400,－,400,－,－,－,－,－,－,－
キウイ,2021/2/26,相対,22236,6022,2233,400,10873,800,80,－,1728,100
キウイ,2021/2/26,商物分離,4914,－,4776,－,－,－,－,－,－,138
その他果実,2021/2/26,せり・入札,607,－,607,－,－,－,－,－,－,－
その他果実,2021/2/26,相対,267907,59803,63320,12200,30289,36000,2000,37200,2021,25074
その他果実,2021/2/26,第三者販売,29142,6567,22575,－,－,－,－,－,－,－
その他果実,2021/2/26,商物分離,7280,－,6992,－,－,－,－,－,－,288
だいこん,2021/2/27,せり・入札,922,－,322,100,－,200,－,200,－,100
だいこん,2021/2/27,相対,514173,31810,220285,19800,55955,41500,11343,35100,4080,94300
だいこん,2021/2/27,第三者販売,599,109,390,100,－,－,－,－,－,－
だいこん,2021/2/27,商物分離,19229,－,19229,－,－,－,－,－,－,－
かぶ,2021/2/27,せり・入札,377,－,377,－,－,－,－,－,－,－
かぶ,2021/2/27,相対,46760,－,29980,2000,5768,3900,319,2800,1693,300
かぶ,2021/2/27,商物分離,1760,－,1560,－,－,－,－,200,－,－
にんじん,2021/2/27,せり・入札,1842,－,1742,－,－,－,－,－,－,100
にんじん,2021/2/27,相対,281860,31037,145610,13000,40563,18100,7780,7500,5270,13000
にんじん,2021/2/27,第三者販売,3420,400,400,2000,－,－,－,－,620,－
にんじん,2021/2/27,商物分離,600,－,600,－,－,－,－,－,－,－
ごぼう,2021/2/27,せり・入札,12,－,12,－,－,－,－,－,－,－
ごぼう,2021/2/27,相対,15720,1700,6899,500,1189,1600,174,2500,158,1000
ごぼう,2021/2/27,第三者販売,40,－,40,－,－,－,－,－,－,－
ごぼう,2021/2/27,商物分離,856,－,856,－,－,－,－,－,－,－
キャベツ,2021/2/27,せり・入札,2430,470,1460,100,－,200,－,100,－,100
キャベツ,2021/2/27,相対,729517,92417,345875,29900,96565,38300,13490,54300,18570,40100
キャベツ,2021/2/27,第三者販売,13264,2820,10444,－,－,－,－,－,－,－
キャベツ,2021/2/27,商物分離,169929,－,169929,－,－,－,－,－,－,－
レタス,2021/2/27,せり・入札,1098,－,648,100,－,150,－,100,－,100
レタス,2021/2/27,相対,261270,26214,143878,15800,19673,16450,5015,21000,2940,10300
レタス,2021/2/27,第三者販売,7180,－,5080,2100,－,－,－,－,－,－
レタス,2021/2/27,商物分離,23950,－,23950,－,－,－,－,－,－,－
はくさい,2021/2/27,せり・入札,2321,－,1576,150,－,195,－,300,－,100
はくさい,2021/2/27,相対,398128,44568,199613,34850,36272,15305,11472,23300,7048,25700
はくさい,2021/2/27,第三者販売,345,345,－,－,－,－,－,－,－,－
はくさい,2021/2/27,商物分離,50100,－,45100,－,－,－,－,5000,－,－
こまつな,2021/2/27,せり・入札,4116,－,1611,200,199,100,6,－,－,2000
こまつな,2021/2/27,相対,43281,7336,16847,2800,3773,5600,522,4400,303,1700
こまつな,2021/2/27,第三者販売,50,50,－,－,－,－,－,－,－,－
こまつな,2021/2/27,商物分離,1759,－,1759,－,－,－,－,－,－,－
ほうれんそう,2021/2/27,せり・入札,1867,845,517,－,325,80,－,100,－,－
ほうれんそう,2021/2/27,相対,69220,8637,29983,7000,6172,3920,576,8400,1932,2600
ほうれんそう,2021/2/27,商物分離,1247,－,1247,－,－,－,－,－,－,－
ねぎ,2021/2/27,せり・入札,2238,655,25,50,928,80,－,400,－,100
ねぎ,2021/2/27,相対,159946,22212,71962,11750,17633,17820,2194,10300,3075,3000
ねぎ,2021/2/27,第三者販売,2261,1811,250,200,－,－,－,－,－,－
ねぎ,2021/2/27,商物分離,4667,－,4667,－,－,－,－,－,－,－
みずな,2021/2/27,せり・入札,8,－,8,－,－,－,－,－,－,－
